aspect_id,performance_id,section,aspect_num,aspect_desc,info_flag,credit_flag,base_value,factor,goe,ref,scores_of_panel
c8757d8e1b,d901216749,elements,7,CCoSp1V,,,1.5,,-0.55,,0.95
c87689814f,fbf6fde443,elements,2,2Lz,,,2.1,,0.0,,2.1
c87f602b75,e858eb8b71,elements,7,2T,,,1.3,,0.13,,1.43
c8929fb0b8,3babb9fe8d,components,,Performance,,,,1.0,,,1.5
c8ac727810,ebdc98fb64,components,,Performance,,,,2.5,,,2.75
c8bf51e5a5,ca06c998d3,components,,Interpretation of the Music,,,,1.7,,,3.17
c8c790d0ec,d480965e05,elements,6,2F+1Eu+2S,,x,3.96,,0.3,,4.26
c8d755e0d8,51ab4bad49,elements,3,1A,,,1.1,,0.11,,1.21
c8da789fa4,40e368c142,elements,,,,,9.84,,,,8.01
c8f15463d1,fdcad27a48,components,,Skating Skills,,,,0.5,,,2.25
c8f272577f,41733a320f,elements,1,2F,,,1.8,,-0.3,,1.5
c8f625de68,1364f78a5a,elements,6,2S+1Lo<<*+REP,*,,0.91,,-0.61,,0.3
c8fc15607b,d65f420a31,elements,1,3S,,,4.3,,-0.11,,4.19
c8fc341959,723cebacb2,elements,6,CCoSp2,,,2.5,,0.33,,2.83
c90004dbfb,d572716b32,elements,10,2A,,x,3.63,,0.11,,3.74
c90b9d4a24,36512b63e8,components,,Skating Skills,,,,1.7,,,3.67
c92b65256b,33bd50a7c5,elements,6,StSqB,,,1.5,,0.1,,1.6
c93b31108f,0c89133d31,elements,5,1F+1T,,,0.9,,0.0,,0.9
c940dfa428,41dbf67cd2,elements,1,StSqB,,,1.5,,0.0,,1.5
c95f8d64be,3bc1afb905,components,,Performance,,,,2.5,,,2.58
c97f555429,316a0a0061,elements,7,1A,,,1.1,,0.04,,1.14
c990216dc4,6f0853fe6c,components,,Performance,,,,2.0,,,4.75
c9af8b4549,7e94621f24,elements,,,,,13.67,,,,12.29
c9bbbb3ef2,3aa8d01d9c,elements,8,SSpB,,,1.1,,0.0,,1.1
c9bdc63348,218952cf6e,elements,3,StSqB,,,1.5,,-0.1,,1.4
c9f7226888,dc3293e950,elements,1,2A<<,<<,,1.1,,-0.48,,0.62
ca01575f39,f7c1f22cf7,components,,Skating Skills,,,,2.5,,,2.92
ca02a805f1,2217671bc8,elements,3,CCoSp,,,0.0,,0.0,,0.0
ca1687c787,9308736e6f,elements,1,2Loq,q,,1.7,,-0.34,,1.36
ca1b6ae1d8,e1449cfa76,components,,Transitions,,,,1.0,,,1.42
ca1e37cc23,0da9209265,components,,Interpretation of the Music,,,,1.7,,,3.25
ca2f2eaab7,d3abe15c4f,components,,Interpretation of the Music,,,,1.7,,,3.17
ca3f434ce5,1f9ecab5b7,elements,5,1F+1Lo,,,1.0,,0.0,,1.0
ca50718535,6f0853fe6c,elements,10,2A,,x,3.63,,0.44,,4.07
ca57b24a1d,2e3942e31a,elements,4,CCoSp,,,0.0,,0.0,,0.0
ca71194a8b,eb7b8172b4,elements,5,SSp1,,,1.3,,-0.26,,1.04
caadd55f62,f867ec6a25,elements,1,1Aq+1Lo<<,<<,,1.1,,-0.51,,0.59
cabd4d892e,3bd8052b3d,elements,,,,,10.08,,,,9.34
caf919285d,bc646e0acc,elements,,,,,16.7,,,,15.56
cafa65f9b0,09668c6244,elements,7,CCoSp2,,,2.5,,0.08,,2.58
cb7130f66d,ebdc98fb64,elements,5,2Lo,,,1.7,,-0.85,,0.85
cbac494cd5,3be861abff,elements,7,1S,,,0.4,,0.0,,0.4
cbcd237353,d86c69a584,elements,2,CCoSp2,,,2.5,,0.25,,2.75
cbe68c7df1,fd533b66e1,elements,,,,,10.74,,,,9.68
cbe755e3e8,c2b606e2ac,elements,3,2S+1A+SEQ,,,1.92,,0.09,,2.01
cbeb2ae2c7,ebdc98fb64,components,,Skating Skills,,,,2.5,,,3.08
cc040c80ca,696581df34,elements,5,StSqB,,,1.5,,-0.05,,1.45
cc223825cf,3800253dab,elements,6,1A,,,1.1,,0.0,,1.1
cc258482b0,ba712159f7,components,,Performance,,,,0.5,,,2.67
cc26529a43,fdcad27a48,elements,2,1A,,,1.1,,0.11,,1.21
cc431ebbcf,e4f470c534,elements,4,StSq2,,,2.6,,0.26,,2.86
cc5a545127,802207973b,elements,5,CCoSp2,,,2.5,,0.33,,2.83
cc64c50aa5,723cebacb2,elements,3,StSq1,,,1.8,,-0.18,,1.62
cc68dd1258,bfc79f3591,elements,6,2F<,<,,1.44,,-0.72,,0.72
cc6b5c1091,b65be3f4ff,components,,Performance,,,,1.0,,,2.25
cca5c42289,3c3a5f6477,components,,Skating Skills,,,,1.7,,,3.75
cca8bda778,629388fcdd,elements,1,2S+SEQ+1T*,*,,1.04,,-0.26,,0.78
ccac24fdc5,b2bf35d57d,elements,3,2S,,,1.3,,-0.65,,0.65
cccb4a42cb,8bdbc1103b,elements,5,StSqB,,,1.5,,-0.3,,1.2
ccd3e02606,eb7b8172b4,elements,6,StSqB,,,1.5,,-0.3,,1.2
ccf8ab0ec7,e612ea912d,components,,Performance,,,,2.5,,,3.0
cd0302fc7b,d3abe15c4f,elements,5,1A+1Lo,,,1.6,,0.0,,1.6
cd0991283d,b9306bfa05,components,,Skating Skills,,,,2.5,,,2.42
cd1fbea5b0,ce091a973e,elements,2,2S<,<,,1.04,,-0.52,,0.52
cd247aff3c,84b3411de6,elements,6,CSSp2,,,2.3,,-0.15,,2.15
cd31888e8c,2c07a3da99,elements,3,1A+1Lo<<,<<,,1.1,,-0.4,,0.7
cd488f8f14,e4f470c534,elements,1,2T,,,1.3,,0.09,,1.39
cd48c02b8d,fc471a28bf,components,,Interpretation,,,,1.0,,,2.5
cd4d0967de,d480965e05,components,,Transitions,,,,1.6,,,5.75
cd57fddb63,1364f78a5a,elements,5,2Lo+1A+SEQ,,,2.24,,-0.06,,2.18
cd5c10d5b7,501014a6eb,components,,Interpretation of the Music,,,,1.7,,,3.08
cd5cc7c960,629388fcdd,components,,Performance,,,,2.5,,,2.92
cd5ef18d9e,7f5c07052f,elements,4,1A,,,1.1,,-0.04,,1.06
cd80d43db8,33f558ef67,elements,4,1A+2T,,,2.4,,0.0,,2.4
cd90e0b6ae,625f546e5b,elements,,,,,9.3,,,,9.22
cd979d7066,aff9b058c5,components,,Performance,,,,2.5,,,3.58
cd9a2578a2,9fb7b55d58,components,,Performance,,,,1.8,,,3.33
cdaf7501ab,7f5c07052f,elements,3,2Lo+1A+SEQ,,,2.24,,0.0,,2.24
cdc5425249,e4f470c534,elements,5,2F,,,1.8,,0.18,,1.98
cdc7fc5567,db2565c1bb,elements,1,1A+1Lo,,,1.6,,-0.07,,1.53
cdd1931aa5,b25f4e7261,elements,5,StSqB,,,1.5,,0.0,,1.5
cde0d7cd5a,b0b5045921,elements,1,1A,,,1.1,,-0.55,,0.55
cdeee28412,5869bb8ad4,elements,,,,,10.26,,,,8.83
ce073a9b96,bc9fe94419,elements,8,2S,,,1.3,,0.0,,1.3
ce37ea63a7,bc2e828ed4,components,,Performance,,,,2.5,,,2.58
ce496e48f2,4bf723e344,elements,5,2S+2Lo+2Lo<<,<<,,3.5,,-0.57,,2.93
ce5074aec1,1f5bfc6dcb,components,,Performance,,,,2.0,,,3.0
ce6f5e6bd1,4e177c3666,elements,8,CSSp2,,,2.3,,0.46,,2.76
ce834569f3,36512b63e8,components,,Performance,,,,1.7,,,3.67
ce9ea5a043,5435475620,elements,7,2T,,,1.3,,0.13,,1.43
ceb1205f53,fd533b66e1,elements,7,CCoSp2,,,2.5,,-0.25,,2.25
ceb233bb0d,e1449cfa76,components,,Performance,,,,1.0,,,1.58
cebf3f21a2,9b34a3206f,elements,7,StSqB,,,1.5,,0.0,,1.5
cec950efa5,bb6535c00f,elements,7,SSp1,,,1.3,,-0.39,,0.91
ced1ae98f6,e9b50dc122,elements,3,CoSp,,,0.0,,0.0,,0.0
ced68c3cf9,505f8ee056,elements,5,1A+1Lo,,,1.6,,0.07,,1.67
cee54407f8,e5b91d59d9,components,,Interpretation of the Music,,,,1.6,,,3.58
cf0aa5db57,393e28dca3,elements,,,,,7.98,,,,6.53
cf16031f00,d6bf443adb,elements,5,CCoSp2,,,2.5,,0.08,,2.58
cf36a5d493,cc67ec9f53,elements,1,2T<,<,,1.04,,-0.38,,0.66
cf41d619d5,e5db85b6b3,elements,2,1F,,x,1.0,,0.0,,1.0
cf5216359e,cee97f145d,components,,Interpretation of the Music,,,,2.0,,,3.33
cf5c1ef9bb,501014a6eb,elements,,,,,13.78,,,,12.33
cf6970d003,7844d971b7,elements,7,CoSp,,,0.0,,0.0,,0.0
cf80810e6b,80236df2a4,elements,4,1A,,,1.1,,0.11,,1.21
cf87a12338,e5b91d59d9,elements,9,2Lz!,!,,2.1,,-0.21,,1.89
cf8e33c850,742fb1da63,elements,2,1T,,x,0.8,,0.0,,0.8
cf90ff7839,187926d92c,components,,Performance,,,,2.5,,,2.25
cfa3233b05,8469770de1,elements,7,1A,,,1.1,,0.11,,1.21
cfbbc3a403,e3978df89c,elements,,,,,7.3,,,,6.84
cfbe05814b,bc9fe94419,elements,2,2F,,,1.8,,-0.6,,1.2
cfbe644833,c9635f3dba,elements,,,,,9.6,,,,8.69
cfc37db08d,ebdc98fb64,elements,2,2F,,,1.8,,-0.9,,0.9
cfcbed8c45,242c72c8ec,elements,5,USpB,,,1.0,,0.07,,1.07
cfe4fb36ad,80236df2a4,elements,1,CSSp2,,,2.3,,0.31,,2.61
cfe6482c87,b7f3cd43bd,components,,Interpretation of the Music,,,,1.7,,,3.67
cfefa52c3e,2217671bc8,elements,6,1A,,,1.1,,-0.29,,0.81
d004137607,40dbb42122,elements,5,StSqB,,,1.5,,0.05,,1.55
d026327d6a,71a4576c93,elements,4,CSSp2,,,2.3,,0.23,,2.53
d03553ac58,af590b5650,elements,1,2Lo<,<,,1.36,,-0.36,,1.0
d0379e708f,08843fac14,components,,Skating Skills,,,,2.0,,,3.25
d06d407757,22d304974f,elements,6,1A+1T,,,1.5,,-0.11,,1.39
d06ef613da,8a45813cde,elements,3,SSp1,,,1.3,,-0.04,,1.26
d0839699f8,9308736e6f,elements,8,CCoSp2,,,2.5,,0.0,,2.5
d092b3f331,3bd8052b3d,elements,2,1F+1Lo,,,1.0,,0.0,,1.0
d0935fd9ea,d901216749,components,,Skating Skills,,,,2.5,,,2.42
d0a2d80f6f,7f5c07052f,elements,5,StSq1,,,1.8,,-0.12,,1.68
d0a39f3e8b,1f5bfc6dcb,components,,Skating Skills,,,,2.0,,,3.0
d0b3aff547,e1449cfa76,elements,4,SSpB,,,1.1,,0.0,,1.1
d0b567a559,d605f101cb,elements,9,FCSSp2V,,,1.73,,-0.17,,1.56
d0c46dac25,71027ca9f4,elements,3,2T,,,1.3,,-0.65,,0.65
d0d71403bd,674cff475c,elements,1,2Loq,q,,1.7,,-0.34,,1.36
d0ef5c5d94,f55a85f262,elements,3,StSq1,,,1.8,,-0.18,,1.62
d0f3e9e2c5,2f0afded51,elements,5,1A+2Lo<<,<<,,1.6,,-0.4,,1.2
d0f61a14ec,9b186af195,elements,4,CCoSp1,,,2.0,,0.13,,2.13
d10f3843dc,e5b91d59d9,elements,6,StSqB,,,1.5,,-0.75,,0.75
d11ab421af,506ccbb4da,elements,7,1A+2T,,,2.4,,-0.13,,2.27
d12b56e024,cfc4314093,components,,Skating Skills,,,,1.7,,,3.25
d1385ff8fe,61da9b2558,elements,5,StSq1,,,1.8,,0.12,,1.92
d13abe73d2,5fc1013d34,elements,7,1A,,,1.1,,0.0,,1.1
d1550d7b27,0684651968,elements,4,2Lo<<,<<,,0.5,,-0.17,,0.33
d1641581bf,f13ac394d3,components,,Skating Skills,,,,1.7,,,3.5
d1684ede47,33bd50a7c5,elements,3,1A+2T,,,2.4,,-0.22,,2.18
d1783cd05c,ddab4f666d,elements,7,StSq1,,,1.8,,-0.06,,1.74
d17cd436e1,b65be3f4ff,elements,3,1A+1T,,,1.5,,-0.07,,1.43
d191e5f436,ddab4f666d,elements,,,,,16.27,,,,15.55
d19396c4bd,97120b733a,elements,4,1F+1T,,,0.9,,0.0,,0.9
d195a17d30,0684651968,components,,Performance,,,,1.7,,,2.58
d1adf834cc,8469770de1,elements,,,,,11.2,,,,10.43
d1f30d442d,ec8433214c,elements,1,1A+1Lo,,,1.6,,0.07,,1.67
d21c0852f3,a70f82abb3,elements,,,,,8.5,,,,7.93
d225296fe3,ed76f92308,components,,Performance,,,,2.5,,,2.58
d24a36fa57,d5ed5817b7,elements,,,,,32.31,,,,26.05
d25a341301,5f97c67dff,components,,Skating Skills,,,,2.5,,,3.33
d267f8279b,505f8ee056,components,,Skating Skills,,,,2.5,,,2.83
d271e36901,9e0c4f3df0,elements,1,2F,,,1.8,,-0.3,,1.5
d29f8769b1,61da9b2558,elements,3,CCoSp1,,,2.0,,0.0,,2.0
d2a0757391,a81d8a93ef,components,,Interpretation of the Music,,,,1.7,,,2.67
d2c1937f23,f1b4bbab50,elements,1,2T,,,1.3,,0.0,,1.3
d2c8e22c80,87704e367d,elements,6,StSqB,,,1.5,,-0.05,,1.45
d2d83a9c56,0ed96fe179,elements,1,2T<<,<<,,0.4,,-0.2,,0.2
d2e2f6180d,506ccbb4da,components,,Skating Skills,,,,1.7,,,3.0
d30e65389a,7844d971b7,elements,,,,,9.3,,,,8.51
d316780249,a0cfe15517,elements,5,StSqB,,,1.5,,0.0,,1.5
d31fc19801,e4ca76a2ba,elements,2,1Lz,,,0.6,,0.0,,0.6
d325596385,d65f420a31,elements,10,1A,,x,1.21,,0.0,,1.21
d328e9f805,79160f6de0,elements,6,1Lze<<+1T<<,<<,,0.0,,0.0,,0.0
d329f6e01d,370a5f0ae0,elements,3,CSSp2,,,2.3,,0.15,,2.45
d32a7b510d,d65f420a31,components,,Interpretation of the Music,,,,2.0,,,4.38
d34209b588,5079779ad0,components,,Transitions,,,,0.5,,,1.58
d3568719a3,2af5a5445b,components,,Performance,,,,0.5,,,2.17
d36e36dce3,daf3d8af16,elements,2,StSqB,,,1.5,,-0.2,,1.3
d36f5251b9,c50fbeb9db,elements,2,StSqB,,,1.5,,0.0,,1.5
d36ffdd485,5f50da0265,components,,Performance,,,,2.5,,,1.75
d37da93b3f,bc9fe94419,elements,1,2F+2Tq,q,,3.1,,-0.9,,2.2
d39e6046e7,1f5bfc6dcb,components,,Interpretation of the Music,,,,2.0,,,2.83
d3a4b649c5,9b186af195,elements,7,1F+1T,,,0.9,,0.0,,0.9
d3a5b175b2,97120b733a,components,,Skating Skills,,,,2.5,,,2.75
d3d0af671e,e4ca76a2ba,elements,,,,,7.2,,,,6.8
d3d6d32b89,1ca52c6ec3,elements,3,CCoSpBV,,,1.28,,0.0,,1.28
d3e49dc43a,8b7c4d645b,elements,,,,,9.91,,,,8.11
d3f474a6a9,bdf0be72a5,elements,4,1F+1Lo,,x,2.0,,0.0,,2.0
d40755cc9b,218952cf6e,elements,1,2S<,<,,1.04,,-0.49,,0.55
d41ba6e91d,c2b606e2ac,elements,8,CSSp2,,,2.3,,0.23,,2.53
d43abb1e7a,723cebacb2,elements,8,CSSp2,,,2.3,,0.38,,2.68
d45c0d95fd,1308f16dc4,elements,5,1F+1Lo,,,1.0,,0.0,,1.0
d47d6a298f,8b7c4d645b,elements,6,2S+1T,,,1.7,,-0.09,,1.61
d4817da136,a79b4b906f,elements,5,1F+1T,,,0.9,,0.0,,0.9
d4b3c93ad5,5fc1013d34,elements,4,StSqB,,,1.5,,-0.05,,1.45
d4fbd742ce,a703c634fe,components,,Skating Skills,,,,2.5,,,2.33
d518acaed4,b1441268bd,elements,8,CSSp2,,,2.3,,0.46,,2.76
d51cddc4e2,40d78c32ae,elements,6,StSq1,,,1.8,,0.18,,1.98
d52f3e8a30,5f97c67dff,elements,5,2Lo,,,1.7,,0.0,,1.7
d541fa6083,e5ee96f372,elements,,,,,11.96,,,,11.9
d55a6bf6ba,430691cdbd,elements,,,,,8.32,,,,7.28
d57cd699f9,9b186af195,components,,Skating Skills,,,,2.5,,,2.92
d586265457,c2b606e2ac,elements,4,2F,,,1.8,,0.12,,1.92
d5c6009403,218952cf6e,components,,Skating Skills,,,,2.5,,,3.08
d5cbffc4c2,870bf02103,components,,Performance,,,,1.0,,,1.83
d5ce976dad,51ab4bad49,elements,6,2Sq,q,,1.3,,-0.26,,1.04
d5e88dcc16,61da9b2558,elements,7,SSpB,,,1.1,,0.0,,1.1
d62df101e6,2e3942e31a,elements,1,1A+1Lo,,,1.6,,0.07,,1.67
d6514d8d52,e5db85b6b3,elements,1,1Lo,,,0.5,,0.0,,0.5
d66a136858,0534227b77,elements,6,1F,,,0.5,,0.0,,0.5
d66a531bba,6d43103d33,elements,5,1F+1T,,,0.9,,-0.03,,0.87
d68034b2f9,370a5f0ae0,elements,6,CCoSp1V,,,1.5,,-0.4,,1.1
d685503191,870bf02103,elements,4,StSqB,,,1.5,,-0.05,,1.45
d6fa956a74,a79b4b906f,elements,3,CCoSp2V,,,1.88,,-0.19,,1.69
d706fa59f7,7e997e32e0,elements,4,StSqB,,,1.5,,0.15,,1.65
d71c7c1bbd,d65f420a31,elements,3,CCoSp3,,,3.0,,0.0,,3.0
d7279c0b20,e768519579,elements,6,1A,,,1.1,,0.0,,1.1
d72d7f8c8b,0d5207c68e,components,,Performance,,,,2.5,,,2.42
d735a33651,e19fb1870a,elements,5,1A,,,1.1,,0.0,,1.1
d74f194ba3,7e94621f24,elements,7,2F<+1A+SEQ,<,,2.03,,-0.34,,1.69
d76411e035,ab1356cbff,components,,Performance,,,,2.5,,,2.92
d79d62e27e,4371e4dcd8,elements,8,Sp,,,0.0,,0.0,,0.0
d7a8cfa161,71a4576c93,elements,8,CCoSp2,,,2.5,,0.25,,2.75
d7b107fc54,b04e49d6df,elements,7,2T,,,1.3,,-0.65,,0.65
d7b542e423,242c72c8ec,elements,1,1S+1T,,x,1.6,,0.01,,1.61
d7b7ae25ac,66f7086436,elements,2,CCoSp2,,,2.5,,0.08,,2.58
d7c050be30,501014a6eb,elements,1,2F<,<,,1.44,,-0.38,,1.06
d7e996009b,6cb1cff485,components,,Skating Skills,,,,2.5,,,2.5
d7f157c86e,b2bf35d57d,elements,4,2S,,,1.3,,-0.43,,0.87
d805b0a245,a390cf882d,elements,2,1A,,,1.1,,-0.29,,0.81
d811a3837b,a0fcaf550f,elements,7,1F+SEQ+1Lo<<*,*,,0.4,,-0.22,,0.18
d817262248,18f0b02a64,elements,1,2T<<,<<,,0.4,,-0.16,,0.24
d817d8ac41,7fcd568057,elements,7,CoSp2,,,2.0,,0.0,,2.0
d83f0d5a4b,e858eb8b71,elements,5,1A+2T,,,2.4,,0.04,,2.44
d844b95ac2,582d7c049b,components,,Interpretation,,,,1.0,,,2.0
d85268e56d,6672fc7ad8,elements,7,CUSp1,,,1.7,,-0.11,,1.59
d865b541e1,e3978df89c,elements,5,CoSp,,,0.0,,0.0,,0.0
d872c96579,3361b743bb,elements,4,StSq1,,,1.8,,0.06,,1.86
d87b2c82aa,3babb9fe8d,elements,2,1S<<+1T<<,<<,x,0.0,,0.0,,0.0
d88a18ed96,1fedb6444f,elements,3,StSqB,,,1.5,,0.0,,1.5
d88b9defb1,0faf8d7c29,elements,4,StSq,,,0.0,,0.0,,0.0
d890d0de10,ddab4f666d,components,,Performance,,,,1.7,,,2.75
d8a8330921,3cbd6b4227,elements,2,2S,,,1.3,,0.13,,1.43
d8aacfd07c,40d78c32ae,components,,Skating Skills,,,,2.5,,,3.42
d8bda5ee97,0da9209265,elements,3,2S+1T<<,<<,,1.3,,-0.61,,0.69
d8c3885556,152efd405d,components,,Interpretation of the Music,,,,1.6,,,3.67
d8c4ed938f,d89b696204,components,,Skating Skills,,,,1.7,,,3.67
d8d9d4386f,4e3f545e55,components,,Interpretation of the Music,,,,1.7,,,3.0
d8db1c3a1b,66f3ec43a4,elements,5,1S,,x,0.8,,0.0,,0.8
d8dcb95ee0,e5b91d59d9,elements,4,2F,,,1.8,,0.18,,1.98
d902a1db3b,e24d0572a2,components,,Performance,,,,1.0,,,2.33
d91aa6eceb,47abe792de,components,,Interpretation of the Music,,,,1.7,,,3.17
d929e9a8d2,2f0afded51,elements,6,2S<+1Lo,<,,1.54,,-0.14,,1.4
d942699be2,089c83d095,elements,6,1A+1T,,,1.5,,0.0,,1.5
d961730f02,d86c69a584,elements,4,1F+1T,,,0.9,,0.03,,0.93
d969270a2d,7af3582931,components,,Performance,,,,1.8,,,3.58
d9802aeab6,7f5c07052f,elements,7,CCoSp2,,,2.5,,-0.17,,2.33
d993605d61,233ed55b10,elements,7,StSq2,,,2.6,,-0.17,,2.43
d9b73f6bc9,f13ac394d3,elements,,,,,13.2,,,,11.76
d9c2161b27,4bf723e344,elements,7,2S+2T,,,2.6,,0.0,,2.6
d9d6ebc812,51ab4bad49,components,,Skating Skills,,,,1.7,,,3.5
d9f2dbe8f8,4371e4dcd8,elements,4,1Lze+1Lo,e,,0.98,,-0.12,,0.86
d9fa881e9e,18f0b02a64,elements,7,CCoSp1V,,,1.5,,0.15,,1.65
da066e72a4,da3c981fc7,elements,7,1Lze+1Lo,e,,0.98,,-0.12,,0.86
da068c3bd7,fd1baaedea,elements,1,2S,,,1.3,,0.17,,1.47
da07524c6b,8c6a5f6412,elements,2,SSp2,,,1.6,,0.32,,1.92
da148f09b9,b07781efa1,components,,Performance,,,,1.8,,,3.75
da189105bf,fa66b04001,elements,7,CSSp2,,,2.3,,0.23,,2.53
da23a1f0b2,bc2e828ed4,elements,,,,,10.1,,,,9.88
da80b07caa,e858eb8b71,components,,Skating Skills,,,,1.8,,,3.33
da85b9a14a,a7351e5e5c,elements,4,1Lz+1Lo,,,1.1,,0.0,,1.1
da8885f9f0,ce091a973e,components,,Skating Skills,,,,2.5,,,2.17
da8cf3cc8c,674cff475c,elements,6,2Loq,q,,1.7,,-0.34,,1.36
da9700999b,ee7af6ee01,elements,8,StSq1,,,1.8,,0.12,,1.92
daa5480789,f46341d239,elements,,,,,13.0,,,,13.44
dab0eb5501,95d4f14cd9,components,,Transitions,,,,1.0,,,1.42
dadc705fdd,cfc4314093,elements,8,CSSp2V,,,1.73,,0.0,,1.73
dae7138279,2af5a5445b,elements,3,1S,,,0.4,,0.0,,0.4
daf6eb0e56,4bf723e344,elements,1,2F,,,1.8,,0.0,,1.8
dafb07836b,3800253dab,components,,Performance,,,,2.5,,,2.17
db0f8dc1ca,84b3411de6,elements,7,1A,,,1.1,,0.07,,1.17
db2ce83403,87b14d814d,components,,Performance,,,,2.5,,,2.83
db2dbf3fcf,6cdcb662e6,elements,,,,,12.72,,,,13.39
db429486a6,9e0c4f3df0,elements,9,CCoSpB,,,1.7,,-0.23,,1.47
db42c2d3bc,9e0c4f3df0,components,,Interpretation of the Music,,,,1.8,,,3.25
db4b2e73fa,dc3293e950,elements,,,,,20.3,,,,18.48
db535da3cd,404022f49f,components,,Skating Skills,,,,1.0,,,2.33
db576ea14a,c9635f3dba,elements,7,1Lz!,!,,0.6,,-0.08,,0.52
db5fc6983f,4c23f1e6af,elements,1,1A+1Lo,,,1.6,,0.0,,1.6
db7f4fe93e,38f2dd0b4e,elements,2,2F+2T<,<,,2.84,,-0.36,,2.48
db8562275c,9b186af195,elements,5,1A,,,1.1,,-0.04,,1.06
db9505ea1c,bfe3387c0e,elements,5,2Lo,,,1.7,,-0.28,,1.42
dbc746abb8,06a4083116,elements,4,1Lz+1A+SEQ,,,1.36,,0.0,,1.36
dbd0af9ebd,c54b30abc5,elements,3,CSSp1,,,1.9,,0.25,,2.15
dbde12b3b3,d86c69a584,elements,3,StSq1,,,1.8,,0.06,,1.86
dbe2ae6867,bdf0be72a5,elements,2,1Lo,,,0.5,,0.02,,0.52
dbfd07627f,ddab4f666d,components,,Skating Skills,,,,1.7,,,3.33
dc468f143b,9fb7b55d58,components,,Skating Skills,,,,1.8,,,3.5
dc542eab45,e4f470c534,components,,Performance,,,,2.0,,,3.83
dc5ba147f6,42d83bdccb,elements,1,1F+1Lo,,,1.0,,-0.02,,0.98
dc70cfa50d,a07c29680d,elements,6,1F*,*,,0.0,,0.0,,0.0
dcc54779cf,f1b4bbab50,elements,6,1A+1T,,,1.5,,-0.11,,1.39
dcee2c72cc,fc471a28bf,components,,Performance,,,,1.0,,,2.58
dcf899253a,a0fcaf550f,elements,6,SSpB,,,1.1,,-0.04,,1.06
dd2796ae5f,f8f05265a4,elements,3,CCoSp1,,,2.0,,0.07,,2.07
dd49c98df2,6d43103d33,components,,Performance,,,,2.5,,,2.25
dd54c75f09,8a45813cde,elements,7,StSq1,,,1.8,,-0.12,,1.68
dd8d40b9c2,3800253dab,elements,7,CCoSp,,,0.0,,0.0,,0.0
dd9852f84f,41733a320f,elements,7,CCoSp2,,,2.5,,-0.17,,2.33
dda150b2a6,d605f101cb,elements,3,1A,,,1.1,,-0.4,,0.7
ddb97051ce,523152c765,elements,7,SSp2,,,1.6,,-0.75,,0.85
ddba8a86c1,21f63f5406,elements,4,2Lo+1Lo,,,2.2,,0.0,,2.2
ddba8ab96a,6cdcb662e6,components,,Performance,,,,2.5,,,3.25
ddc1457006,233ed55b10,elements,1,2S+2T,,,2.6,,-0.04,,2.56
dde01303bc,b07781efa1,components,,Transitions,,,,1.8,,,3.83
dde18cc5ae,f46341d239,elements,1,1A+1Lo,,,1.6,,0.15,,1.75
dded79d9de,393e28dca3,elements,6,CCSpBV,,,1.28,,-0.38,,0.9
ddeff74432,991d66bf0d,elements,4,StSq1,,,1.8,,0.0,,1.8
ddf1598651,c5c2bafc0d,components,,Performance,,,,1.7,,,3.25
ddf6798e8e,e5b91d59d9,components,,Performance,,,,1.6,,,3.67
ddf67cd231,582d7c049b,elements,,,,,5.8,,,,6.03
de06a7820e,e4f470c534,elements,3,FCSSp2,,,2.3,,0.15,,2.45
de20803363,fd59acf9b8,elements,2,1A+2Lo<,<,,2.46,,-0.54,,1.92
de359406ea,316a0a0061,elements,6,2S<<,<<,,0.4,,-0.17,,0.23
de3ca652e9,1198fc6e65,components,,Performance,,,,2.5,,,2.75
de58fd12c1,af590b5650,elements,5,1A+1Lo,,,1.6,,0.04,,1.64
de698bd7ce,968e4d57bb,elements,5,2F,,,1.8,,0.06,,1.86
dea6b5c23b,802207973b,components,,Skating Skills,,,,1.7,,,3.42
dea72367b0,51ab4bad49,elements,1,2Loq+2Tq,q,,3.0,,-0.74,,2.26
dec14a0e04,2127e8e94d,elements,5,1F+1Lo,,,1.0,,-0.05,,0.95
dee902f43e,26a1a3bc5b,elements,2,2Loq,q,,1.7,,-0.34,,1.36
def5901091,2af5a5445b,elements,,,,,6.4,,,,5.94
defbd7efaf,a70f82abb3,elements,3,CCoSp1V,,,1.5,,-0.05,,1.45
df53b9c266,68f3fb95f9,elements,3,2S<,<,,1.04,,-0.21,,0.83
df609e564b,3b5ec5ad10,elements,,,,,8.3,,,,8.14
df60e14a00,501014a6eb,elements,2,2Lo<,<,,1.36,,-0.27,,1.09
df6d5bca82,7ae96e113c,elements,8,SSp2,,,1.6,,0.32,,1.92
df9c076276,404022f49f,elements,7,1F+1Lo,,x,2.0,,-0.12,,1.88
dfa6b67502,3c3a5f6477,elements,3,StSq1,,,1.8,,0.12,,1.92
dfb9c66a02,d572716b32,components,,Skating Skills,,,,2.0,,,3.83
dfd6cc6c27,98ffda9b32,elements,3,2T<,<,,1.04,,-0.24,,0.8
dff9980414,08843fac14,components,,Interpretation of the Music,,,,2.0,,,3.33
dfff0e4c1d,b59a716b68,elements,6,2T,,,1.3,,0.04,,1.34
e0050b020f,9fb7b55d58,elements,6,CCoSp2,,,2.5,,0.17,,2.67
e0085494e0,6cb1cff485,elements,6,2S<,<,,1.04,,-0.52,,0.52
